Order_ID,Date,Month,Quarter,Category,Product,City,State,Quantity,Unit_Price,Discount_Percent,Final_Amount,Payment_Method,Order_Status,Customer_Rating
ORD10187,2023-05-03,May,Q2,Grocery,Dal 1kg,Madurai,Tamil Nadu,5,47060.09,17.0,195299.37,Net Banking,Delivered,4.2
ORD10188,2023-01-30,January,Q1,Books,Python Guide,Delhi,Delhi,1,13435.2,15.0,11419.92,Debit Card,Returned,4.5
ORD10189,2023-05-04,May,Q2,Beauty,Perfume,Delhi,Delhi,1,309.5,12.0,272.36,UPI,Delivered,3.4
ORD10190,2023-10-18,October,Q4,Home & Kitchen,Mixer Grinder,Bangalore,Karnataka,4,22469.74,22.0,70105.59,Credit Card,Delivered,3.5
ORD10191,2023-02-10,February,Q1,Beauty,Sunscreen,Delhi,Delhi,5,29922.29,13.0,130161.96,UPI,Returned,3.5
ORD10192,2023-02-13,February,Q1,Toys,LEGO Set,Ahmedabad,Gujarat,2,28619.42,7.0,53232.12,Debit Card,Delivered,3.5
ORD10193,2023-09-06,September,Q3,Books,Novel,Kolkata,West Bengal,2,3210.19,17.0,5328.92,Net Banking,Delivered,3.6
ORD10194,2023-02-05,February,Q1,Beauty,Perfume,Chennai,Tamil Nadu,4,29710.63,8.0,109335.12,UPI,Delivered,2.8
ORD10195,2023-09-30,September,Q3,Toys,Doll,Jaipur,Rajasthan,4,40213.62,13.0,139943.4,Cash on Delivery,Delivered,3.3
ORD10196,2023-03-06,March,Q1,Books,Novel,Jaipur,Rajasthan,2,23976.54,7.0,44596.36,UPI,Delivered,3.5
ORD10197,2023-03-07,March,Q1,Grocery,Biscuits,Chennai,Tamil Nadu,3,18833.96,33.0,37856.26,Credit Card,Cancelled,3.5
ORD10198,2023-12-04,December,Q4,Sports,Badminton Set,Ahmedabad,Gujarat,2,34101.55,22.0,53198.42,Net Banking,Delivered,4.9
ORD10199,2023-09-01,September,Q3,Grocery,Oil 1L,Delhi,Delhi,4,33665.23,6.0,126581.26,UPI,Delivered,3.3
ORD10200,2023-10-09,October,Q4,Toys,RC Car,Delhi,Delhi,4,49535.5,19.0,160495.02,Cash on Delivery,Returned,3.5
ORD10201,2023-03-26,March,Q1,Electronics,Headphones,Ahmedabad,Gujarat,5,31927.11,3.0,154846.48,UPI,Delivered,4.4
ORD10202,2023-05-16,May,Q2,Electronics,Tablet,Pune,Maharashtra,3,48287.55,17.0,120236.0,UPI,Delivered,2.5
ORD10203,2023-09-28,September,Q3,Sports,Dumbbells,Madurai,Tamil Nadu,4,23180.01,27.0,67685.63,Debit Card,Delivered,4.2
ORD10204,2023-11-07,November,Q4,Electronics,Smart Watch,Delhi,Delhi,3,20827.97,38.0,38740.02,Debit Card,Delivered,2.8
ORD10205,2023-08-05,August,Q3,Books,Novel,Kolkata,West Bengal,2,26079.69,14.0,44857.07,Net Banking,Delivered,2.7
ORD10206,2023-04-19,April,Q2,Clothing,Saree,Mumbai,Maharashtra,1,1178.13,14.0,1013.19,Debit Card,Delivered,2.8
ORD10207,2023-10-04,October,Q4,Home & Kitchen,Water Bottle,Bangalore,Karnataka,3,28014.46,38.0,52106.9,Net Banking,Delivered,3.1
ORD10208,2023-12-20,December,Q4,Home & Kitchen,Curtains,Pune,Maharashtra,1,36882.55,35.0,23973.66,Net Banking,Returned,3.6
ORD10209,2023-04-13,April,Q2,Electronics,Laptop,Chennai,Tamil Nadu,3,37628.66,32.0,76762.47,Credit Card,Cancelled,2.7
ORD10210,2023-06-09,June,Q2,Home & Kitchen,Bedsheet,Madurai,Tamil Nadu,2,22904.64,10.0,41228.35,Cash on Delivery,Delivered,4.7
ORD10211,2023-07-24,July,Q3,Toys,Puzzle,Pune,Maharashtra,5,5755.89,14.0,24750.33,Debit Card,Delivered,3.6
ORD10212,2023-12-10,December,Q4,Clothing,Jeans,Madurai,Tamil Nadu,1,11966.71,5.0,11368.37,Debit Card,Cancelled,3.4
ORD10213,2023-11-29,November,Q4,Toys,RC Car,Jaipur,Rajasthan,2,28761.56,17.0,47744.19,Cash on Delivery,Delivered,3.7
ORD10214,2023-07-11,July,Q3,Home & Kitchen,Curtains,Hyderabad,Telangana,2,9395.57,34.0,12402.15,UPI,Delivered,4.0
ORD10215,2023-08-13,August,Q3,Grocery,Dal 1kg,Chennai,Tamil Nadu,4,48193.26,20.0,154218.43,Net Banking,Returned,3.7
ORD10216,2023-09-22,September,Q3,Grocery,Tea 250g,Bangalore,Karnataka,1,28291.62,32.0,19238.3,Credit Card,Delivered,3.1
ORD10217,2023-08-20,August,Q3,Sports,Badminton Set,Hyderabad,Telangana,2,39047.97,23.0,60133.87,Net Banking,Cancelled,4.4
ORD10218,2023-03-03,March,Q1,Clothing,Jacket,Delhi,Delhi,3,38766.9,33.0,77921.47,Credit Card,Returned,3.4
ORD10219,2023-05-07,May,Q2,Sports,Dumbbells,Delhi,Delhi,2,14920.56,40.0,17904.67,UPI,Delivered,3.6
ORD10220,2023-04-26,April,Q2,Grocery,Rice 5kg,Chennai,Tamil Nadu,2,40544.6,24.0,61627.79,Cash on Delivery,Returned,3.4
ORD10221,2023-02-02,February,Q1,Home & Kitchen,Water Bottle,Bangalore,Karnataka,2,40685.82,32.0,55332.72,Cash on Delivery,Delivered,3.9
ORD10222,2023-06-23,June,Q2,Home & Kitchen,Bedsheet,Hyderabad,Telangana,3,28658.14,38.0,53304.14,Credit Card,Delivered,3.8
ORD10223,2023-01-11,January,Q1,Toys,LEGO Set,Hyderabad,Telangana,2,35086.26,5.0,66663.89,UPI,Delivered,2.9
ORD10224,2023-10-29,October,Q4,Toys,RC Car,Bangalore,Karnataka,5,31638.48,25.0,118644.3,Credit Card,Delivered,3.4
ORD10225,2023-10-11,October,Q4,Toys,Puzzle,Hyderabad,Telangana,3,22762.05,20.0,54628.92,Credit Card,Returned,4.0
ORD10226,2023-04-28,April,Q2,Beauty,Face Cream,Ahmedabad,Gujarat,4,10930.61,17.0,36289.63,UPI,Delivered,3.0
ORD10227,2023-10-29,October,Q4,Books,Novel,Ahmedabad,Gujarat,5,6573.18,34.0,21691.49,Credit Card,Delivered,4.5
ORD10228,2023-04-23,April,Q2,Clothing,Kurta,Mumbai,Maharashtra,1,46475.17,6.0,43686.66,Net Banking,Delivered,3.6
ORD10229,2023-01-04,January,Q1,Home & Kitchen,Bedsheet,Bangalore,Karnataka,3,4712.33,14.0,12157.81,Debit Card,Delivered,2.7
ORD10230,2023-02-06,February,Q1,Toys,Doll,Chennai,Tamil Nadu,4,32791.49,28.0,94439.49,Net Banking,Delivered,2.5
ORD10231,2023-12-29,December,Q4,Home & Kitchen,Water Bottle,Chennai,Tamil Nadu,5,34015.14,0.0,170075.7,Credit Card,Returned,4.2
ORD10232,2023-11-20,November,Q4,Home & Kitchen,Curtains,Delhi,Delhi,2,19184.34,29.0,27241.76,UPI,Delivered,2.8
ORD10233,2023-01-31,January,Q1,Books,Python Guide,Pune,Maharashtra,2,32096.73,27.0,46861.23,Cash on Delivery,Delivered,2.7
ORD10234,2023-04-28,April,Q2,Home & Kitchen,Curtains,Madurai,Tamil Nadu,2,31422.6,6.0,59074.49,Net Banking,Delivered,3.5
ORD10235,2023-02-04,February,Q1,Clothing,T-Shirt,Bangalore,Karnataka,1,29499.22,15.0,25074.34,UPI,Delivered,4.9
ORD10236,2023-01-17,January,Q1,Sports,Yoga Mat,Delhi,Delhi,2,27692.16,24.0,42092.08,Credit Card,Delivered,4.0
ORD10237,2023-06-19,June,Q2,Sports,Badminton Set,Jaipur,Rajasthan,5,9472.89,16.0,39786.14,Debit Card,Returned,4.1
ORD10238,2023-02-06,February,Q1,Toys,LEGO Set,Chennai,Tamil Nadu,4,31922.21,3.0,123858.17,Credit Card,Delivered,4.7
ORD10239,2023-09-21,September,Q3,Beauty,Shampoo,Pune,Maharashtra,5,21072.13,22.0,82181.31,Net Banking,Delivered,2.9
ORD10240,2023-05-02,May,Q2,Electronics,Tablet,Delhi,Delhi,1,13146.15,2.0,12883.23,Net Banking,Cancelled,2.7
ORD10241,2023-05-23,May,Q2,Books,Children Book,Pune,Maharashtra,4,35105.44,3.0,136209.11,Cash on Delivery,Delivered,3.8
ORD10242,2023-12-09,December,Q4,Books,Data Science Book,Hyderabad,Telangana,1,25589.67,8.0,23542.5,Cash on Delivery,Delivered,4.5
ORD10243,2023-09-06,September,Q3,Toys,Puzzle,Delhi,Delhi,3,34948.86,29.0,74441.07,Credit Card,Delivered,4.6
ORD10244,2023-04-20,April,Q2,Clothing,Kurta,Delhi,Delhi,4,30634.22,2.0,120086.14,Debit Card,Delivered,4.2
ORD10245,2023-10-04,October,Q4,Electronics,Laptop,Mumbai,Maharashtra,2,24845.83,14.0,42734.83,UPI,Delivered,3.8
ORD10246,2023-03-09,March,Q1,Beauty,Shampoo,Hyderabad,Telangana,1,38582.94,1.0,38197.11,UPI,Cancelled,4.5
ORD10247,2023-10-20,October,Q4,Clothing,Saree,Jaipur,Rajasthan,1,24832.57,20.0,19866.06,Cash on Delivery,Delivered,2.6
ORD10248,2023-10-23,October,Q4,Beauty,Shampoo,Hyderabad,Telangana,1,44718.71,27.0,32644.66,Cash on Delivery,Delivered,2.8
ORD10249,2023-08-31,August,Q3,Electronics,Smartphone,Chennai,Tamil Nadu,1,23614.64,15.0,20072.44,Credit Card,Cancelled,2.9
ORD10250,2023-05-05,May,Q2,Toys,Board Game,Madurai,Tamil Nadu,2,20842.02,29.0,29595.67,Credit Card,Cancelled,3.2
ORD10251,2023-08-31,August,Q3,Beauty,Face Cream,Ahmedabad,Gujarat,1,9008.25,32.0,6125.61,Net Banking,Delivered,5.0
ORD10252,2023-07-28,July,Q3,Grocery,Oil 1L,Hyderabad,Telangana,3,4364.96,18.0,10737.8,UPI,Cancelled,3.4
ORD10253,2023-04-08,April,Q2,Books,Children Book,Chennai,Tamil Nadu,4,18445.27,39.0,45006.46,Debit Card,Cancelled,5.0
ORD10254,2023-02-18,February,Q1,Sports,Football,Mumbai,Maharashtra,4,1244.32,22.0,3882.28,Credit Card,Delivered,4.1
ORD10255,2023-02-19,February,Q1,Electronics,Smart Watch,Hyderabad,Telangana,1,10299.46,39.0,6282.67,Credit Card,Delivered,3.5
ORD10256,2023-12-04,December,Q4,Books,Data Science Book,Mumbai,Maharashtra,2,44869.51,21.0,70893.83,UPI,Returned,4.3
ORD10257,2023-08-09,August,Q3,Clothing,Jacket,Delhi,Delhi,5,6719.02,33.0,22508.72,Cash on Delivery,Delivered,2.7
ORD10258,2023-07-01,July,Q3,Toys,Board Game,Chennai,Tamil Nadu,3,13086.5,13.0,34155.76,UPI,Delivered,4.5
ORD10259,2023-08-05,August,Q3,Grocery,Oil 1L,Chennai,Tamil Nadu,1,47180.56,5.0,44821.53,Credit Card,Delivered,4.4
ORD10260,2023-07-30,July,Q3,Clothing,Jeans,Kolkata,West Bengal,4,15735.96,5.0,59796.65,Debit Card,Returned,3.4
ORD10261,2023-08-28,August,Q3,Books,UPSC Guide,Hyderabad,Telangana,1,4566.52,32.0,3105.23,Cash on Delivery,Delivered,3.3
ORD10262,2023-01-28,January,Q1,Sports,Yoga Mat,Bangalore,Karnataka,1,35572.31,39.0,21699.11,Credit Card,Delivered,3.5
ORD10263,2023-12-11,December,Q4,Books,Python Guide,Mumbai,Maharashtra,4,42737.34,22.0,133340.5,Credit Card,Returned,3.9
ORD10264,2023-12-01,December,Q4,Clothing,Jeans,Delhi,Delhi,1,3130.38,31.0,2159.96,Debit Card,Returned,3.1
ORD10265,2023-11-27,November,Q4,Beauty,Face Cream,Jaipur,Rajasthan,5,12978.09,33.0,43476.6,Credit Card,Delivered,2.6
ORD10266,2023-02-20,February,Q1,Grocery,Dal 1kg,Delhi,Delhi,3,6170.26,38.0,11476.68,Cash on Delivery,Returned,2.6
ORD10267,2023-02-01,February,Q1,Toys,RC Car,Mumbai,Maharashtra,4,34176.49,7.0,127136.54,Debit Card,Delivered,3.0
ORD10268,2023-07-26,July,Q3,Books,UPSC Guide,Bangalore,Karnataka,1,30724.62,25.0,23043.47,Net Banking,Returned,4.1
ORD10269,2023-06-23,June,Q2,Grocery,Rice 5kg,Delhi,Delhi,3,19181.61,17.0,47762.21,Cash on Delivery,Delivered,4.1
ORD10270,2023-02-25,February,Q1,Electronics,Smart Watch,Madurai,Tamil Nadu,4,27248.66,19.0,88285.66,Cash on Delivery,Delivered,4.8
ORD10271,2023-05-08,May,Q2,Toys,Doll,Bangalore,Karnataka,1,15977.93,9.0,14539.92,UPI,Delivered,4.7
ORD10272,2023-04-09,April,Q2,Grocery,Biscuits,Madurai,Tamil Nadu,5,49980.31,39.0,152439.95,Debit Card,Delivered,2.8
ORD10273,2023-04-08,April,Q2,Electronics,Laptop,Jaipur,Rajasthan,4,17772.49,34.0,46919.37,Debit Card,Delivered,4.6
ORD10274,2023-10-02,October,Q4,Beauty,Perfume,Jaipur,Rajasthan,1,35187.47,14.0,30261.22,Debit Card,Cancelled,3.9
ORD10275,2023-08-18,August,Q3,Sports,Dumbbells,Ahmedabad,Gujarat,3,8819.06,2.0,25928.04,Cash on Delivery,Delivered,2.6
ORD10276,2023-03-13,March,Q1,Electronics,Tablet,Kolkata,West Bengal,1,16620.11,25.0,12465.08,UPI,Delivered,4.5
ORD10277,2023-08-05,August,Q3,Beauty,Face Cream,Mumbai,Maharashtra,2,29351.13,37.0,36982.42,Cash on Delivery,Delivered,4.4
ORD10278,2023-04-04,April,Q2,Clothing,Saree,Pune,Maharashtra,5,5096.56,12.0,22424.86,Debit Card,Returned,2.8
ORD10279,2023-05-23,May,Q2,Grocery,Oil 1L,Bangalore,Karnataka,5,34693.34,37.0,109284.02,Debit Card,Cancelled,4.5
ORD10280,2023-08-25,August,Q3,Home & Kitchen,Curtains,Hyderabad,Telangana,3,6411.05,29.0,13655.54,Cash on Delivery,Returned,4.9
ORD10281,2023-05-08,May,Q2,Electronics,Laptop,Jaipur,Rajasthan,3,46055.86,39.0,84282.22,Cash on Delivery,Delivered,3.1
ORD10282,2023-02-08,February,Q1,Grocery,Dal 1kg,Madurai,Tamil Nadu,1,11937.9,39.0,7282.12,Credit Card,Delivered,2.9
ORD10283,2023-08-15,August,Q3,Grocery,Rice 5kg,Hyderabad,Telangana,2,12514.57,3.0,24278.27,Credit Card,Delivered,3.1
ORD10284,2023-10-09,October,Q4,Electronics,Smart Watch,Kolkata,West Bengal,4,48456.64,35.0,125987.26,Net Banking,Delivered,3.7
ORD10285,2023-02-20,February,Q1,Toys,LEGO Set,Kolkata,West Bengal,5,32565.93,27.0,118865.64,Credit Card,Delivered,2.9
ORD10286,2023-01-26,January,Q1,Books,Data Science Book,Madurai,Tamil Nadu,3,47585.52,3.0,138473.86,Net Banking,Delivered,2.9
ORD10287,2023-11-30,November,Q4,Clothing,Jacket,Delhi,Delhi,3,29721.83,25.0,66874.12,Credit Card,Returned,3.7
ORD10288,2023-10-04,October,Q4,Home & Kitchen,Water Bottle,Pune,Maharashtra,2,2725.11,13.0,4741.69,Net Banking,Cancelled,4.9
ORD10289,2023-01-08,January,Q1,Books,Novel,Hyderabad,Telangana,2,4841.0,16.0,8132.88,Net Banking,Delivered,3.9
ORD10290,2023-02-17,February,Q1,Electronics,Headphones,Mumbai,Maharashtra,4,4427.04,33.0,11864.47,Net Banking,Delivered,4.1
ORD10291,2023-05-02,May,Q2,Clothing,T-Shirt,Chennai,Tamil Nadu,2,31927.62,39.0,38951.7,Credit Card,Delivered,3.7
ORD10292,2023-03-27,March,Q1,Toys,RC Car,Kolkata,West Bengal,3,4602.29,22.0,10769.36,Net Banking,Delivered,3.0
ORD10293,2023-07-28,July,Q3,Home & Kitchen,Curtains,Mumbai,Maharashtra,3,22015.03,11.0,58780.13,Cash on Delivery,Delivered,4.6
ORD10294,2023-09-06,September,Q3,Home & Kitchen,Mixer Grinder,Delhi,Delhi,3,40418.6,17.0,100642.31,Debit Card,Cancelled,4.4
ORD10295,2023-09-04,September,Q3,Electronics,Smart Watch,Ahmedabad,Gujarat,4,48283.1,27.0,140986.65,Cash on Delivery,Delivered,4.8
ORD10296,2023-04-20,April,Q2,Grocery,Oil 1L,Delhi,Delhi,4,45143.72,29.0,128208.16,Cash on Delivery,Cancelled,3.8
ORD10297,2023-07-25,July,Q3,Home & Kitchen,Mixer Grinder,Kolkata,West Bengal,2,47455.62,7.0,88267.45,Debit Card,Delivered,3.0
ORD10298,2023-01-31,January,Q1,Electronics,Smart Watch,Delhi,Delhi,4,10135.87,33.0,27164.13,Cash on Delivery,Delivered,2.9
ORD10299,2023-03-26,March,Q1,Beauty,Face Cream,Delhi,Delhi,4,27840.39,22.0,86862.02,Cash on Delivery,Returned,4.6
ORD10300,2023-07-14,July,Q3,Electronics,Tablet,Jaipur,Rajasthan,5,39095.2,5.0,185702.2,Cash on Delivery,Cancelled,2.9
ORD10301,2023-01-02,January,Q1,Clothing,T-Shirt,Jaipur,Rajasthan,1,39297.99,35.0,25543.69,Net Banking,Delivered,4.7
ORD10302,2023-07-19,July,Q3,Toys,RC Car,Jaipur,Rajasthan,5,23678.68,7.0,110105.86,Cash on Delivery,Cancelled,3.5
ORD10303,2023-05-16,May,Q2,Toys,LEGO Set,Pune,Maharashtra,3,34541.16,2.0,101551.01,UPI,Delivered,3.7
ORD10304,2023-08-21,August,Q3,Electronics,Headphones,Hyderabad,Telangana,3,14053.32,20.0,33727.97,Credit Card,Delivered,4.2
ORD10305,2023-05-27,May,Q2,Home & Kitchen,Bedsheet,Kolkata,West Bengal,3,13507.53,17.0,33633.75,Debit Card,Returned,4.1
ORD10306,2023-08-05,August,Q3,Sports,Dumbbells,Kolkata,West Bengal,5,43366.09,33.0,145276.4,Debit Card,Delivered,3.8
ORD10307,2023-12-23,December,Q4,Books,Children Book,Pune,Maharashtra,2,39036.8,21.0,61678.14,Debit Card,Delivered,3.9
ORD10308,2023-10-12,October,Q4,Sports,Cricket Bat,Chennai,Tamil Nadu,1,22849.61,37.0,14395.25,UPI,Delivered,4.3
ORD10309,2023-12-05,December,Q4,Grocery,Biscuits,Pune,Maharashtra,1,34074.66,10.0,30667.19,Net Banking,Delivered,3.7
ORD10310,2023-09-07,September,Q3,Grocery,Biscuits,Ahmedabad,Gujarat,3,17245.24,34.0,34145.58,Credit Card,Delivered,3.1
ORD10311,2023-03-21,March,Q1,Electronics,Smart Watch,Mumbai,Maharashtra,2,42698.38,31.0,58923.76,Debit Card,Delivered,3.0
ORD10312,2023-04-08,April,Q2,Sports,Yoga Mat,Pune,Maharashtra,5,1051.62,31.0,3628.09,Credit Card,Returned,4.4
ORD10313,2023-06-01,June,Q2,Home & Kitchen,Pressure Cooker,Jaipur,Rajasthan,1,11227.31,24.0,8532.76,UPI,Returned,4.9
ORD10314,2023-04-22,April,Q2,Toys,Doll,Kolkata,West Bengal,3,10949.54,12.0,28906.79,Cash on Delivery,Returned,3.8
ORD10315,2023-01-30,January,Q1,Clothing,T-Shirt,Ahmedabad,Gujarat,3,28094.78,24.0,64056.1,Credit Card,Returned,3.2
ORD10316,2023-10-24,October,Q4,Clothing,Saree,Hyderabad,Telangana,3,43081.51,10.0,116320.08,UPI,Delivered,4.3
ORD10317,2023-10-05,October,Q4,Home & Kitchen,Water Bottle,Chennai,Tamil Nadu,1,40281.22,32.0,27391.23,UPI,Delivered,4.0
ORD10318,2023-02-01,February,Q1,Electronics,Smart Watch,Hyderabad,Telangana,3,45350.23,16.0,114282.58,Cash on Delivery,Cancelled,4.3
ORD10319,2023-06-10,June,Q2,Sports,Yoga Mat,Chennai,Tamil Nadu,5,31933.76,19.0,129331.73,UPI,Cancelled,4.9
ORD10320,2023-01-30,January,Q1,Books,Python Guide,Ahmedabad,Gujarat,2,14724.51,19.0,23853.71,Cash on Delivery,Delivered,4.4
ORD10321,2023-01-26,January,Q1,Beauty,Face Cream,Chennai,Tamil Nadu,3,11205.23,35.0,21850.2,UPI,Delivered,3.6
ORD10322,2023-10-27,October,Q4,Books,Children Book,Hyderabad,Telangana,4,42568.13,19.0,137920.74,Cash on Delivery,Cancelled,4.7
ORD10323,2023-09-02,September,Q3,Clothing,Kurta,Chennai,Tamil Nadu,5,6034.81,27.0,22027.06,Net Banking,Delivered,3.8
ORD10324,2023-09-15,September,Q3,Home & Kitchen,Pressure Cooker,Chennai,Tamil Nadu,3,20489.13,23.0,47329.89,Net Banking,Delivered,4.8
ORD10325,2023-09-29,September,Q3,Beauty,Shampoo,Delhi,Delhi,4,16664.84,39.0,40662.21,Credit Card,Delivered,3.3
ORD10326,2023-03-22,March,Q1,Grocery,Oil 1L,Chennai,Tamil Nadu,2,28835.13,6.0,54210.04,Credit Card,Delivered,4.5
ORD10327,2023-01-30,January,Q1,Toys,RC Car,Pune,Maharashtra,4,48268.13,15.0,164111.64,Debit Card,Delivered,2.6
ORD10328,2023-09-18,September,Q3,Electronics,Headphones,Ahmedabad,Gujarat,2,944.91,0.0,1889.82,Debit Card,Delivered,4.3
ORD10329,2023-02-11,February,Q1,Books,Python Guide,Delhi,Delhi,4,25191.66,12.0,88674.64,Credit Card,Delivered,2.7
ORD10330,2023-04-06,April,Q2,Books,UPSC Guide,Ahmedabad,Gujarat,5,26229.68,17.0,108853.17,Debit Card,Delivered,4.2
ORD10331,2023-02-05,February,Q1,Grocery,Oil 1L,Chennai,Tamil Nadu,2,47406.81,37.0,59732.58,Debit Card,Delivered,3.5
ORD10332,2023-11-01,November,Q4,Home & Kitchen,Pressure Cooker,Mumbai,Maharashtra,5,25256.45,5.0,119968.14,Credit Card,Returned,4.3
ORD10333,2023-02-04,February,Q1,Books,Children Book,Jaipur,Rajasthan,1,29716.51,2.0,29122.18,Credit Card,Delivered,2.8
ORD10334,2023-12-12,December,Q4,Clothing,Kurta,Kolkata,West Bengal,4,6223.57,10.0,22404.85,Debit Card,Delivered,4.3
ORD10335,2023-05-01,May,Q2,Books,UPSC Guide,Delhi,Delhi,5,13535.36,24.0,51434.37,Credit Card,Cancelled,2.8
ORD10336,2023-07-26,July,Q3,Clothing,Saree,Delhi,Delhi,1,24912.07,24.0,18933.17,Cash on Delivery,Delivered,4.4
ORD10337,2023-03-03,March,Q1,Beauty,Lipstick,Hyderabad,Telangana,2,2018.32,20.0,3229.31,Net Banking,Delivered,3.0
ORD10338,2023-10-19,October,Q4,Sports,Cricket Bat,Mumbai,Maharashtra,1,45348.66,33.0,30383.6,Debit Card,Delivered,4.2
ORD10339,2023-05-07,May,Q2,Clothing,T-Shirt,Hyderabad,Telangana,2,22864.72,39.0,27894.96,Credit Card,Delivered,3.2
ORD10340,2023-10-24,October,Q4,Home & Kitchen,Mixer Grinder,Hyderabad,Telangana,3,40089.73,13.0,104634.2,Credit Card,Delivered,4.3
ORD10341,2023-11-01,November,Q4,Electronics,Laptop,Bangalore,Karnataka,3,17908.49,18.0,44054.89,Credit Card,Delivered,4.1
ORD10342,2023-01-21,January,Q1,Beauty,Shampoo,Delhi,Delhi,4,20042.5,18.0,65739.4,Net Banking,Returned,4.6
ORD10343,2023-11-14,November,Q4,Home & Kitchen,Mixer Grinder,Bangalore,Karnataka,1,49079.38,34.0,32392.39,Cash on Delivery,Returned,2.8
ORD10344,2023-02-11,February,Q1,Grocery,Dal 1kg,Jaipur,Rajasthan,4,38969.26,24.0,118466.55,Debit Card,Returned,4.7
ORD10345,2023-08-03,August,Q3,Grocery,Rice 5kg,Pune,Maharashtra,4,2346.32,10.0,8446.75,Cash on Delivery,Cancelled,3.3
ORD10346,2023-12-03,December,Q4,Sports,Yoga Mat,Ahmedabad,Gujarat,5,34427.67,25.0,129103.76,Debit Card,Returned,3.6
ORD10347,2023-10-26,October,Q4,Beauty,Lipstick,Bangalore,Karnataka,5,44608.49,25.0,167281.84,Debit Card,Cancelled,2.5
ORD10348,2023-10-17,October,Q4,Grocery,Tea 250g,Bangalore,Karnataka,1,37583.93,13.0,32698.02,UPI,Delivered,3.3
ORD10349,2023-09-25,September,Q3,Sports,Badminton Set,Pune,Maharashtra,4,40864.31,3.0,158553.52,Cash on Delivery,Returned,3.6
ORD10350,2023-06-11,June,Q2,Clothing,Kurta,Kolkata,West Bengal,3,5979.41,20.0,14350.58,Credit Card,Returned,4.1
ORD10351,2023-05-14,May,Q2,Toys,LEGO Set,Ahmedabad,Gujarat,5,58.48,4.0,280.7,Cash on Delivery,Delivered,4.0
ORD10352,2023-04-15,April,Q2,Sports,Dumbbells,Madurai,Tamil Nadu,3,41274.28,33.0,82961.3,UPI,Cancelled,4.6
ORD10353,2023-12-09,December,Q4,Grocery,Oil 1L,Kolkata,West Bengal,1,4916.98,26.0,3638.57,UPI,Delivered,2.5
ORD10354,2023-06-10,June,Q2,Beauty,Face Cream,Mumbai,Maharashtra,2,24646.49,33.0,33026.3,Net Banking,Delivered,4.4
ORD10355,2023-05-03,May,Q2,Books,Children Book,Chennai,Tamil Nadu,2,6081.25,34.0,8027.25,Debit Card,Delivered,3.0
ORD10356,2023-05-16,May,Q2,Clothing,Kurta,Mumbai,Maharashtra,5,6204.8,36.0,19855.36,Cash on Delivery,Cancelled,3.6
ORD10357,2023-07-22,July,Q3,Home & Kitchen,Curtains,Mumbai,Maharashtra,5,36823.89,22.0,143613.17,Cash on Delivery,Returned,3.6
ORD10358,2023-03-09,March,Q1,Home & Kitchen,Water Bottle,Bangalore,Karnataka,2,5222.52,26.0,7729.33,UPI,Cancelled,4.0
ORD10359,2023-12-10,December,Q4,Toys,RC Car,Jaipur,Rajasthan,2,13716.11,39.0,16733.65,Net Banking,Delivered,4.9
ORD10360,2023-11-27,November,Q4,Home & Kitchen,Curtains,Jaipur,Rajasthan,5,14980.71,28.0,53930.56,Cash on Delivery,Delivered,4.7
ORD10361,2023-06-03,June,Q2,Sports,Football,Jaipur,Rajasthan,3,34346.23,37.0,64914.37,Debit Card,Cancelled,2.8
ORD10362,2023-08-23,August,Q3,Beauty,Face Cream,Madurai,Tamil Nadu,5,24044.48,23.0,92571.25,Net Banking,Cancelled,4.2
ORD10363,2023-06-11,June,Q2,Books,UPSC Guide,Mumbai,Maharashtra,5,5368.2,15.0,22814.85,Credit Card,Delivered,2.6
ORD10364,2023-02-07,February,Q1,Books,Python Guide,Hyderabad,Telangana,3,7364.1,2.0,21650.45,Debit Card,Cancelled,4.5
ORD10365,2023-01-05,January,Q1,Electronics,Headphones,Kolkata,West Bengal,1,30824.64,27.0,22501.99,Debit Card,Cancelled,3.9
ORD10366,2023-08-23,August,Q3,Toys,Board Game,Ahmedabad,Gujarat,3,34662.16,2.0,101906.75,Net Banking,Delivered,3.5
ORD10367,2023-11-15,November,Q4,Electronics,Smartphone,Hyderabad,Telangana,2,31047.06,31.0,42844.94,Debit Card,Delivered,4.7
ORD10368,2023-10-16,October,Q4,Sports,Football,Hyderabad,Telangana,4,8912.42,27.0,26024.27,Debit Card,Cancelled,3.0
ORD10369,2023-02-21,February,Q1,Clothing,Kurta,Mumbai,Maharashtra,4,13991.66,11.0,49810.31,UPI,Delivered,2.9
ORD10370,2023-02-07,February,Q1,Beauty,Lipstick,Bangalore,Karnataka,1,7727.48,13.0,6722.91,Cash on Delivery,Delivered,2.6
ORD10371,2023-10-03,October,Q4,Grocery,Biscuits,Ahmedabad,Gujarat,3,3690.4,28.0,7971.26,Debit Card,Cancelled,3.8
ORD10372,2023-04-20,April,Q2,Clothing,Jacket,Bangalore,Karnataka,4,27176.85,16.0,91314.22,Debit Card,Delivered,3.4
ORD10373,2023-09-17,September,Q3,Beauty,Perfume,Hyderabad,Telangana,2,47517.9,25.0,71276.85,Cash on Delivery,Delivered,3.7
ORD10374,2023-05-16,May,Q2,Clothing,Saree,Kolkata,West Bengal,2,45229.6,25.0,67844.4,Credit Card,Delivered,4.1
